"Intput.file1","Input.word11","Input.word12","Input.word13","Input.word14","Input.word15","Timestamp","Input.rightAnswer1","Answer.wordchoice1","RejectionTime","WorkerId"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma1_bpsgge_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105340","ma1","ma1","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma4_bpsgge_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105343","ma4","ma4","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma2_bpsgge_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105346","ma2","ma2","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma4_bpsgge_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105349","ma4","ma4","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma2_bpsgge_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105351","ma2","ma2","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma1_bpsgge_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105354","ma1","ma1","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma3_bpsgge_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105357","ma3","ma3","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma3_bpsgge_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105401","ma3","ma3","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma1_bpsgge_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105404","ma1","ma1","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma4_bpsgge_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105406","ma4","ma4","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma3_bpsgge_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105409","ma3","ma3","","gge"
"/Users/zhaomengxuan/Documents/bubble noise/gge-zhe_shi_ma_zi/bpsgge/ma1_bpsgge_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20180930T105412","ma1","ma1","","gge"
