"Intput.file1","Input.word11","Input.word12","Input.word13","Input.word14","Input.word15","Timestamp","Input.rightAnswer1","Answer.wordchoice1","RejectionTime","WorkerId"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_005.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161817","ma2","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161827","ma2","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161830","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_005.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161834","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161837","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161840","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161847","ma3","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161853","ma2","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_006.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161901","ma1","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161904","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_007.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161908","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161911","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_008.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161915","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161918","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161922","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161925","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161929","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161932","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161935","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161938","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_009.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161942","ma3","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161945","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161948","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161955","ma1","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_010.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T161958","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162002","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162005","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_011.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162008","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_012.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162013","ma3","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162016","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162019","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162025","ma3","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162028","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162031","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162035","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162038","ma2","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162044","ma4","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162048","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_013.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162051","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_014.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162054","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_015.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162057","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162101","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162104","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162107","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_016.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162110","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162113","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162116","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162119","ma3","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162310","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162320","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_017.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162323","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162327","ma4","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162331","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162335","ma3","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162341","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_018.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162344","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162352","ma4","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_019.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162355","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162359","ma3","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162402","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_020.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162405","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162408","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162411","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162413","ma3","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162416","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162421","ma1","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162424","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162427","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_021.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162430","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162433","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_022.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162436","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162439","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162446","ma4","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162449","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162452","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_023.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162455","ma1","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_024.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162459","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162505","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162508","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162511","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162514","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162517","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162520","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162523","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_025.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162527","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_026.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162536","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162542","ma1","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162548","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162554","ma1","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_027.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162559","ma3","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162603","ma2","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162607","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_028.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162610","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162613","ma1","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162616","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162622","ma2","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162626","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162629","ma4","ma4","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma1_bpssliu_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162632","ma1","ma1","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162638","ma4","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_029.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162641","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma4_bpssliu_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162648","ma4","[don't know]","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162651","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_031.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162654","ma2","ma2","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma3_bpssliu_snr-25_030.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162657","ma3","ma3","","sliu"
"/Users/zhaomengxuan/Documents/bubble noise/sliu-zhe_shi_ma_zi/bpssliu/ma2_bpssliu_snr-25_032.wav","ma1","ma2","ma3","ma4","[don't know]","20181128T162700","ma2","ma2","","sliu"
